流水號,擷取日期,發布日期,分類,優先級,地區,來源名稱,原文標題,中文標題,繁中摘要,原文摘要,原文網址,圖片網址,引用格式,資料狀態
"2026-08-28-001","2026-08-28","Fri, 28 Aug 2026 05:45:20 GMT","技術元件","normal","全球","YourCentralValley.com","Electric scooter’s litium-ion battery sparks fire that displaces 8 in Fresno, officials say - YourCentralValley.com","","","Electric scooter’s litium-ion battery sparks fire that displaces 8 in Fresno, officials say &nbsp;&nbsp; YourCentralValley.com","https://news.google.com/rss/articles/CBMijAFBVV95cUxPVEVjS0xaWjFwanB2eDdvSEZLNTRlODRBYzh6c2VlNnFERTlsZDBONEZPT2JqQ2g0RUE4RjNhcjBXOG9hY29rSGg3cWRBd2cxOUtodlozVmlzR3FHRHhWRER2TE5uejVCTWZWa0REeGhEUDB1OFhQWUctNFA1T0pCbUpPRzEza0VWZGw2adIBkgFBVV95cUxPZ3RBc2dHeWd5WFVGdVhFbFRTNUJ3YkRfaUJhVnhLRndTRHlGYndTOFY4QzZPUjRZSWVGcC15Y1Ftejg4YktZbklsWFg2bENHdUNxSm9aS0JQT0tuaFhIeUd0eEpZODNYVnlhNmRPZGV4b1V1RlQwOFo5a2RvSmV2RXVQaTNTbjMyeFcweTdyZDRFZw?oc=5","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","YourCentralValley.com｜Fri, 28 Aug 2026 05:45:20 GMT｜Electric scooter’s litium-ion battery sparks fire that displaces 8 in Fresno, officials say - YourCentralValley.com｜https://news.google.com/rss/articles/CBMijAFBVV95cUxPVEVjS0xaWjFwanB2eDdvSEZLNTRlODRBYzh6c2VlNnFERTlsZDBONEZPT2JqQ2g0RUE4RjNhcjBXOG9hY29rSGg3cWRBd2cxOUtodlozVmlzR3FHRHhWRER2TE5uejVCTWZWa0REeGhEUDB1OFhQWUctNFA1T0pCbUpPRzEza0VWZGw2adIBkgFBVV95cUxPZ3RBc2dHeWd5WFVGdVhFbFRTNUJ3YkRfaUJhVnhLRndTRHlGYndTOFY4QzZPUjRZSWVGcC15Y1Ftejg4YktZbklsWFg2bENHdUNxSm9aS0JQT0tuaFhIeUd0eEpZODNYVnlhNmRPZGV4b1V1RlQwOFo5a2RvSmV2RXVQaTNTbjMyeFcweTdyZDRFZw?oc=5｜擷取日 2026-08-28","公開來源每日更新"
"2026-08-28-002","2026-08-28","Fri, 28 Aug 2026 04:53:38 GMT","品牌新品","normal","全球","Team-BHP","Scoop! Ather Konarc e-scooter leaked ahead of launch - Team-BHP","","","Scoop! Ather Konarc e-scooter leaked ahead of launch &nbsp;&nbsp; Team-BHP","https://news.google.com/rss/articles/CBMiigFBVV95cUxQM1lMbnZhUk8xcFpiOGJod19USEI3dlR2ZDZUTWlIb2FhcjhhNGt4bzJhTU1hdThBbjZZcFE5Z1hFc1V1eFl3YW1RYlNEY3VTYmJQXzNpd253TkxZUmhKNkQtbkZRY2luM2cyeUVJakVNQzVMdVEzUG9tek9yV0V3TmJUMlZmYzNVcnfSAYoBQVVfeXFMUDNZTG52YVJPMXBaYjhiaHdfVEhCN3ZUdmQ2VE1pSG9hYXI4YTRreG8yYU1NYXU4QW42WXBROWdYRXNVdXhZd2FtUWJTRGN1U2JiUF8zaXdud05MWVJoSjZELW5GUWNpbjNnMnlFSWpFTUM1THVRM1BvbXpPcldFd05iVDJWZmMzVXJ3?oc=5","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","Team-BHP｜Fri, 28 Aug 2026 04:53:38 GMT｜Scoop! Ather Konarc e-scooter leaked ahead of launch - Team-BHP｜https://news.google.com/rss/articles/CBMiigFBVV95cUxQM1lMbnZhUk8xcFpiOGJod19USEI3dlR2ZDZUTWlIb2FhcjhhNGt4bzJhTU1hdThBbjZZcFE5Z1hFc1V1eFl3YW1RYlNEY3VTYmJQXzNpd253TkxZUmhKNkQtbkZRY2luM2cyeUVJakVNQzVMdVEzUG9tek9yV0V3TmJUMlZmYzNVcnfSAYoBQVVfeXFMUDNZTG52YVJPMXBaYjhiaHdfVEhCN3ZUdmQ2VE1pSG9hYXI4YTRreG8yYU1NYXU4QW42WXBROWdYRXNVdXhZd2FtUWJTRGN1U2JiUF8zaXdud05MWVJoSjZELW5GUWNpbjNnMnlFSWpFTUM1THVRM1BvbXpPcldFd05iVDJWZmMzVXJ3?oc=5｜擷取日 2026-08-28","公開來源每日更新"
"2026-08-28-003","2026-08-28","Thu, 27 Aug 2026 12:24:00 +0000","品牌新品","normal","全球","Electrek e-bikes","Storm Sondors is back, teasing mysterious new electric bike [Photo]","","","Just when you thought the SONDORS story was over, Storm Sondors appears to be mounting another comeback. The entrepreneur behind one of the most influential – and eventually most controversial – electric bike companies in the US has resurfaced with a mysterious new two-wheeler being teased on the SONDORS website.","https://electrek.co/2026/08/27/storm-sondors-is-back-teasing-mysterious-new-electric-bike-photo/","https://electrek.co/wp-content/uploads/sites/3/2026/08/sondorslead.jpg?quality=82&strip=all&w=1600","Electrek e-bikes｜Thu, 27 Aug 2026 12:24:00 +0000｜Storm Sondors is back, teasing mysterious new electric bike [Photo]｜https://electrek.co/2026/08/27/storm-sondors-is-back-teasing-mysterious-new-electric-bike-photo/｜擷取日 2026-08-28","公開來源每日更新"
"2026-08-28-004","2026-08-28","Tue, 25 Aug 2026 01:00:03 GMT","品牌新品","normal","全球","OnlineKhabar English News","Nepal-made Yatri P-2 electric scooter launched with range of up to 157 km - OnlineKhabar English News","","","Nepal-made Yatri P-2 electric scooter launched with range of up to 157 km &nbsp;&nbsp; OnlineKhabar English News","https://news.google.com/rss/articles/CBMickFVX3lxTE5rQkcwcFdzbGhWZEFCeVRJWkpUQUM1SXJWenhSRm5GaGYwb1h0MmhreW5ZQ0tMMzVsdVFyeWJEYVpEMjNuTndjcGVqOHUyT0dqcGdOSERqOEhEMjhFT01KZ0daRzlTRmNrMzltcEdBaFRGQQ?oc=5","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","OnlineKhabar English News｜Tue, 25 Aug 2026 01:00:03 GMT｜Nepal-made Yatri P-2 electric scooter launched with range of up to 157 km - OnlineKhabar English News｜https://news.google.com/rss/articles/CBMickFVX3lxTE5rQkcwcFdzbGhWZEFCeVRJWkpUQUM1SXJWenhSRm5GaGYwb1h0MmhreW5ZQ0tMMzVsdVFyeWJEYVpEMjNuTndjcGVqOHUyT0dqcGdOSERqOEhEMjhFT01KZ0daRzlTRmNrMzltcEdBaFRGQQ?oc=5｜擷取日 2026-08-28","公開來源每日更新"
"2026-08-28-005","2026-08-28","Fri, 28 Aug 2026 03:16:03 GMT","法規更新","high","全球","FOX 13 News Utah","Officials urge e-bike safety as Utah students return to school under new helmet law - FOX 13 News Utah","","","Officials urge e-bike safety as Utah students return to school under new helmet law &nbsp;&nbsp; FOX 13 News Utah","https://news.google.com/rss/articles/CBMi2AFBVV95cUxQckpQTmtZVnloa0haallEU0Y5bldvX3RzOWJ5OXdOY2FNOVUwc1pyNnk3R1JzbERLODhfaVFBMFZGVWVDUG52d0tPQU50c0NWemNvbk1JVTduUDJWQ3JKek9ENEwwY2Z0WkJXVEFoU01KTzNTYVZjaVJDQWkwcWxkU1dZZ2VTRVRlczdncGNLU2hIZTlzOWhKaHJvSHduM3hKZExsbnFubVJHTjZvWEI3cHNhS19DYU45VnVGUzZ2X29vZW9BU29XNlhKaGdVUnF4OGZZODdjcVk?oc=5","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","FOX 13 News Utah｜Fri, 28 Aug 2026 03:16:03 GMT｜Officials urge e-bike safety as Utah students return to school under new helmet law - FOX 13 News Utah｜https://news.google.com/rss/articles/CBMi2AFBVV95cUxQckpQTmtZVnloa0haallEU0Y5bldvX3RzOWJ5OXdOY2FNOVUwc1pyNnk3R1JzbERLODhfaVFBMFZGVWVDUG52d0tPQU50c0NWemNvbk1JVTduUDJWQ3JKek9ENEwwY2Z0WkJXVEFoU01KTzNTYVZjaVJDQWkwcWxkU1dZZ2VTRVRlczdncGNLU2hIZTlzOWhKaHJvSHduM3hKZExsbnFubVJHTjZvWEI3cHNhS19DYU45VnVGUzZ2X29vZW9BU29XNlhKaGdVUnF4OGZZODdjcVk?oc=5｜擷取日 2026-08-28","公開來源每日更新"
"2026-08-28-006","2026-08-28","Fri, 28 Aug 2026 00:31:56 GMT","法規更新","high","全球","KSL News","Police in Herriman offer back-to-school reminder about new Utah e-bike law - KSL News","","","Police in Herriman offer back-to-school reminder about new Utah e-bike law &nbsp;&nbsp; KSL News","https://news.google.com/rss/articles/CBMisAFBVV95cUxQMl95U2RwQk05UFQ0dXRPb01NQ09qempxWmlGQVpvRzdjMGlQcE5lVWhnY3BWZXZjTS1iTzlNY3R5dEZGc0ZlNWtReHRLMlBRLW5ENnBEWkxQdjFQQzBIRWxpYmxFZ2dsbXg5alJQdC1HOHU0Q1FXQTRlZFpYZGctX1pDc2JEalRsbWhUTDE2ZkZ3eVlqLWg3MXA1UXpmVnUyUnE4SjRLT2RmaG94OWZTbA?oc=5","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","KSL News｜Fri, 28 Aug 2026 00:31:56 GMT｜Police in Herriman offer back-to-school reminder about new Utah e-bike law - KSL News｜https://news.google.com/rss/articles/CBMisAFBVV95cUxQMl95U2RwQk05UFQ0dXRPb01NQ09qempxWmlGQVpvRzdjMGlQcE5lVWhnY3BWZXZjTS1iTzlNY3R5dEZGc0ZlNWtReHRLMlBRLW5ENnBEWkxQdjFQQzBIRWxpYmxFZ2dsbXg5alJQdC1HOHU0Q1FXQTRlZFpYZGctX1pDc2JEalRsbWhUTDE2ZkZ3eVlqLWg3MXA1UXpmVnUyUnE4SjRLT2RmaG94OWZTbA?oc=5｜擷取日 2026-08-28","公開來源每日更新"
"2026-08-28-007","2026-08-28","Thu, 27 Aug 2026 22:30:47 GMT","法規更新","high","全球","ABC7 Chicago","Electric bicycle regulations: Illinois e-bike law sets new rules for riders, high-speed vehicles, takes effect Jan. 1, 2027 - ABC7 Chicago","","","Electric bicycle regulations: Illinois e-bike law sets new rules for riders, high-speed vehicles, takes effect Jan. 1, 2027 &nbsp;&nbsp; ABC7 Chicago","https://news.google.com/rss/articles/CBMi6wFBVV95cUxNdlp0UGdINHFDelpXSmFyb3VpVU1EekxwUzVBR1BmQzBPZ1UxdmFmcVAzVGlJOGdhY0t5ZlNfM1BKVTdLMk1CQ0lfNXpwcXdwUUN2aDZHRWF3aHJfMXBSZm13NEJCQ3I3MElQN3M0RlVRYXVRRW1ITjZlOW5yTVJqZzFEc0NNaU8xM3pvd1hSYi1WWnRoUzdITXp0b2d5VnBua21fQkFhMFBsQkkwV2dqdWJ4d3dCZnp2Q0RzR1oxa0JpeF95RXQ2Um5nUGJCWlBLeVdaY3JWT1kxUmtYcUJFdlc5MWFlTVBVMVlR0gHrAUFVX3lxTE12WnRQZ0g0cUN6WldKYXJvdWlVTUR6THBTNUFHUGZDME9nVTF2YWZxUDNUaUk4Z2FjS3lmU18zUEpVN0syTUJDSV81enBxd3BRQ3ZoNkdFYXdocl8xcFJmbXc0QkJDcjcwSVA3czRGVVFhdVFFbUhONmU5bnJNUmpnMURzQ01pTzEzem93WFJiLVZadGhTN0hNenRvZ3lWcG5rbV9CQWEwUGxCSTBXZ2p1Ynh3d0JmenZDRHNHWjFrQml4X3lFdDZSbmdQYkJaUEt5V1pjclZPWTFSa1hxQkV2VzkxYWVNUFUxWVE?oc=5","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","ABC7 Chicago｜Thu, 27 Aug 2026 22:30:47 GMT｜Electric bicycle regulations: Illinois e-bike law sets new rules for riders, high-speed vehicles, takes effect Jan. 1, 2027 - ABC7 Chicago｜https://news.google.com/rss/articles/CBMi6wFBVV95cUxNdlp0UGdINHFDelpXSmFyb3VpVU1EekxwUzVBR1BmQzBPZ1UxdmFmcVAzVGlJOGdhY0t5ZlNfM1BKVTdLMk1CQ0lfNXpwcXdwUUN2aDZHRWF3aHJfMXBSZm13NEJCQ3I3MElQN3M0RlVRYXVRRW1ITjZlOW5yTVJqZzFEc0NNaU8xM3pvd1hSYi1WWnRoUzdITXp0b2d5VnBua21fQkFhMFBsQkkwV2dqdWJ4d3dCZnp2Q0RzR1oxa0JpeF95RXQ2Um5nUGJCWlBLeVdaY3JWT1kxUmtYcUJFdlc5MWFlTVBVMVlR0gHrAUFVX3lxTE12WnRQZ0g0cUN6WldKYXJvdWlVTUR6THBTNUFHUGZDME9nVTF2YWZxUDNUaUk4Z2FjS3lmU18zUEpVN0syTUJDSV81enBxd3BRQ3ZoNkdFYXdocl8xcFJmbXc0QkJDcjcwSVA3czRGVVFhdVFFbUhONmU5bnJNUmpnMURzQ01pTzEzem93WFJiLVZadGhTN0hNenRvZ3lWcG5rbV9CQWEwUGxCSTBXZ2p1Ynh3d0JmenZDRHNHWjFrQml4X3lFdDZSbmdQYkJaUEt5V1pjclZPWTFSa1hxQkV2VzkxYWVNUFUxWVE?oc=5｜擷取日 2026-08-28","公開來源每日更新"
"2026-08-28-008","2026-08-28","Thu, 27 Aug 2026 21:27:11 GMT","法規更新","high","全球","whig.com","State law may require changes to city ebike ordinances - whig.com","","","State law may require changes to city ebike ordinances &nbsp;&nbsp; whig.com","https://news.google.com/rss/articles/CBMiogFBVV95cUxOWnFLZDlZSWRwSFJacHdsbjhmc2ZuaTJ2TzVxYTJzcWh4Y09ZT2NWQk5ETGF2ZkxBS2pXRFlGY1RrWXhYTVVpTFB1Q1JWVDRDOEJLUi1KU2s1YW5RbjJ0UENBYnJ6SlhzZ2FLMFBQX0JKcHpCSmpCdmxuNThQV01RQ2xTcVNQT1hQN0tpOEI4YzUzOVpTV2NQNk5VSk9rNktoVUE?oc=5","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","whig.com｜Thu, 27 Aug 2026 21:27:11 GMT｜State law may require changes to city ebike ordinances - whig.com｜https://news.google.com/rss/articles/CBMiogFBVV95cUxOWnFLZDlZSWRwSFJacHdsbjhmc2ZuaTJ2TzVxYTJzcWh4Y09ZT2NWQk5ETGF2ZkxBS2pXRFlGY1RrWXhYTVVpTFB1Q1JWVDRDOEJLUi1KU2s1YW5RbjJ0UENBYnJ6SlhzZ2FLMFBQX0JKcHpCSmpCdmxuNThQV01RQ2xTcVNQT1hQN0tpOEI4YzUzOVpTV2NQNk5VSk9rNktoVUE?oc=5｜擷取日 2026-08-28","公開來源每日更新"
"2026-08-28-009","2026-08-28","Thu, 27 Aug 2026 19:18:47 GMT","法規更新","high","全球","Voice of OC","Williamson and Middleton: NMUSD’s E-Bike Ban Is School Board Overreach - Voice of OC","","","Williamson and Middleton: NMUSD’s E-Bike Ban Is School Board Overreach &nbsp;&nbsp; Voice of OC","https://news.google.com/rss/articles/CBMioAFBVV95cUxPSUdKQV9SbU96MVpWVjVFeEd0UGEwS1dvY0dNYXQ2Zkl6Qy1KdGFTN19iLURiMjk4dVRwM0ZNM2lwcURSd0NkZ3FpLV9Vd0Fnb0hyVHdFUFVwVWxld0VfenkyNGNoQkJmNDUwckNBWHhzVDNraW5pRTd6UUZZS1ZWT25XdUMwVTFGUUtyTkdOYU14R3paNFlKZVV2S1pBUjJ3?oc=5","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","Voice of OC｜Thu, 27 Aug 2026 19:18:47 GMT｜Williamson and Middleton: NMUSD’s E-Bike Ban Is School Board Overreach - Voice of OC｜https://news.google.com/rss/articles/CBMioAFBVV95cUxPSUdKQV9SbU96MVpWVjVFeEd0UGEwS1dvY0dNYXQ2Zkl6Qy1KdGFTN19iLURiMjk4dVRwM0ZNM2lwcURSd0NkZ3FpLV9Vd0Fnb0hyVHdFUFVwVWxld0VfenkyNGNoQkJmNDUwckNBWHhzVDNraW5pRTd6UUZZS1ZWT25XdUMwVTFGUUtyTkdOYU14R3paNFlKZVV2S1pBUjJ3?oc=5｜擷取日 2026-08-28","公開來源每日更新"
"2026-08-28-010","2026-08-28","Thu, 27 Aug 2026 14:59:52 GMT","法規更新","high","全球","Patch","New E-Bike Law In IL: What New Rules Mean For E-Bikes, Scooters - Patch","","","New E-Bike Law In IL: What New Rules Mean For E-Bikes, Scooters &nbsp;&nbsp; Patch","https://news.google.com/rss/articles/CBMilgFBVV95cUxPMU5rZUJQbHcwZE9CLUFqcXo4OGhPNU1ROUxKOENnWG1Hb2pNZDZWeDJ6eEdUWkxxSHh0a09kZHFGN0dhbHRGUVU2LUVQWVBQa1J2WVNscXE4YmFzM0JoWFNtQzZzUkl0UnFnVHhGMzdpMWlORzFkNlBTSXVPczF2YU0zMmVhZDdOelV5eE1iQ2xDcUdxYlHSAbABQVVfeXFMT1oyTFg1UmpyTUNWby1GY01NX0tLY0VuZ3ZVSGltQzdodmJXbDk2a2dsb3ptNzF5M01SRGRMYXRmbkJlZ3hGcGdMeHRxMG5MMXJSVWxiY2l4YTdZNy1KaVVNZ0dWY2ZDaDJyd0VuNmN0R0ZzU0hrdFpzeEMzOG5tSnNjcUxrTnBDNFQtN2JEdFRpVzdYcmVPVXBQZTRoUHN0bGNSUGRBUVFtcjdtM2x0dmg?oc=5","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","Patch｜Thu, 27 Aug 2026 14:59:52 GMT｜New E-Bike Law In IL: What New Rules Mean For E-Bikes, Scooters - Patch｜https://news.google.com/rss/articles/CBMilgFBVV95cUxPMU5rZUJQbHcwZE9CLUFqcXo4OGhPNU1ROUxKOENnWG1Hb2pNZDZWeDJ6eEdUWkxxSHh0a09kZHFGN0dhbHRGUVU2LUVQWVBQa1J2WVNscXE4YmFzM0JoWFNtQzZzUkl0UnFnVHhGMzdpMWlORzFkNlBTSXVPczF2YU0zMmVhZDdOelV5eE1iQ2xDcUdxYlHSAbABQVVfeXFMT1oyTFg1UmpyTUNWby1GY01NX0tLY0VuZ3ZVSGltQzdodmJXbDk2a2dsb3ptNzF5M01SRGRMYXRmbkJlZ3hGcGdMeHRxMG5MMXJSVWxiY2l4YTdZNy1KaVVNZ0dWY2ZDaDJyd0VuNmN0R0ZzU0hrdFpzeEMzOG5tSnNjcUxrTnBDNFQtN2JEdFRpVzdYcmVPVXBQZTRoUHN0bGNSUGRBUVFtcjdtM2x0dmg?oc=5｜擷取日 2026-08-28","公開來源每日更新"
